Pos.;Leistung;Menge;Einheit;Quelle;Datei
1;nicht zu bearbeitender Bauteile wie;1,0;Psch;gaeb;3931512.x83
2;Auf dem Untergrund sichtbare Verunreinigungen, wie;765,0;m2;gaeb;3931512.x83
3;Reinigen mit Hochdruckanlage / Bauteil;765,0;m2;gaeb;3931512.x83
4;Putze auf Tragfähigkeit und Ebenheit prüfen,;765,0;m2;gaeb;3931512.x83
5;Fehlstellen im Putz > 2,5 m² mit geeignetem Putzmörtel nach;50,0;m2;gaeb;3931512.x83
6;Größere Untergrundunebenheiten > 2,5 m²;250,0;m2;gaeb;3931512.x83
7;zur Beseitigung von Algen-, Moos- und Pilzbefall.;125,0;m²;gaeb;3931512.x83
8;Fensterbänke aus Aluminiumblech ohne Beschädigung des;3,0;St;gaeb;3931512.x83
1;vorhandene (neue) XPS-R Dämmplatten aufrauen, abkehren,;110,0;m2;gaeb;3931512.x83
2;Verdübelung der vorgenannten Dämmplatten im;200,0;St;gaeb;3931512.x83
3;Vorhandene Dämmung im Erdreich (Perimeterdämmung);95,0;m;gaeb;3931512.x83
4;WDVS Sockel- und Perimeter-Dämmplatten, WLG 035;80,0;m2;gaeb;3931512.x83
5;WDVS Sockel- und Perimeter-Dämmplatten, WLG 035;50,0;m;gaeb;3931512.x83
6;Spritzwasserschutzanstrich der armierten Flächen im;100,0;m2;gaeb;3931512.x83
7;Bauwerksabdichtung für die Wassereinwirkungsklasse W1-E;100,0;m2;gaeb;3931512.x83
8;Mehraufwand für die Abdichtung im Bereich der Dehnungs-;6,0;m;gaeb;3931512.x83
1;Grundierung stark saugender Untergründe mit Tiefgrund im;838,0;m2;gaeb;3931512.x83
2;Liefern und Anbringen von werksseitig beidseitig;775,0;m2;gaeb;3931512.x83
3;Wärmedämmung nichtbrennbar wie in der Vorposition;365,0;m;gaeb;3931512.x83
4;Mehraufwand für Wärmedämmung wie in der Pos. 3.2;20,0;m;gaeb;3931512.x83
5;Verdübelung Mineralwolle / Senkdübel;775,0;m2;gaeb;3931512.x83
6;Mehraufwand für Wärmedämmung der Position 3.2,;350,0;m2;gaeb;3931512.x83
7;Wärmedämmende Abdeckung der vorgenannten;765,0;m2;gaeb;3931512.x83
8;Kantenschutz an Gebäudeecken / Gewebe-Eckschutzschiene;401,0;m;gaeb;3931512.x83
9;WDVS Gewebe-Anschlussprofil, spezial mit integriertem;365,0;m;gaeb;3931512.x83
10;Anschlussfuge an angrenzende Bauteile,;95,0;m;gaeb;3931512.x83
11;Anschluss an der Fensterbankunterseite durch Anschrägen;127,0;m;gaeb;3931512.x83
12;Anschlüsse im Bereich von Fensterbank-Abschlussprofilen;108,0;St;gaeb;3931512.x83
13;Dehnungsfuge in der ebenen Wandfläche mit WDVS;20,0;m;gaeb;3931512.x83
14;Armierungsmasse in erforderlich dicker Schicht;775,0;m2;gaeb;3931512.x83
15;Mehraufwand für Flächenarmierung, dickschichtig;775,0;m²;gaeb;3931512.x83
16;Armierung wie in der Vorpostition beschrieben, jedoch im;365,0;m;gaeb;3931512.x83
17;Herstellten für Aussparungen von Durchdringungen der;6,0;St;gaeb;3931512.x83
18;PU Montagequader mit mineralischem Klebemörtel in Dicke;4,0;St;gaeb;3931512.x83
19;Schwerlastkonsole inklusive Gewindestangen und Muttern mit;2,0;St;gaeb;3931512.x83
20;aus feinporigem Polyurethan-Weichschaum für einen;35,0;St;gaeb;3931512.x83
21;zur Erhöhung der mechanischen Widerstandsfähigkeit in;15,0;m2;gaeb;3931512.x83
1;Zwischenanstrich der armierten Fassadenfläche und;838,0;m2;gaeb;3931512.x83
2;Liefern, auftragen und Strukturieren eines mineralischen;765,0;m2;gaeb;3931512.x83
3;Mehraufwand für liefern, auftragen und Strukturieren eines;765,0;m2;gaeb;3931512.x83
4;Oberputz wie in der Vorpostition beschrieben, jedoch im;365,0;m;gaeb;3931512.x83
5;zweimaliger Anstrich der vorgenannten Putzflächen.;765,0;m²;gaeb;3931512.x83
6;wie vor beschrieben, jedoch Mehrpreis für;765,0;m2;gaeb;3931512.x83
7;wie vor beschrieben, jedoch Mehrpreis für;200,0;m2;gaeb;3931512.x83
8;Leibungen von Fenstern, Türen,;365,0;m;gaeb;3931512.x83
1;Fensterbank lt. Systembeschreibung;14,0;St;gaeb;3931512.x83
2;Fensterbank lt. Systembeschreibung;8,0;St;gaeb;3931512.x83
3;Fensterbank lt. Systembeschreibung;5,0;St;gaeb;3931512.x83
4;Fensterbank lt. Systembeschreibung;14,0;St;gaeb;3931512.x83
5;Fensterbank lt. Systembeschreibung;7,0;St;gaeb;3931512.x83
6;Fensterbank lt. Systembeschreibung;6,0;St;gaeb;3931512.x83
7;Mineralwolle-Dämmstoffkeil mit fertiger;127,0;m;gaeb;3931512.x83
1;Facharbeiterstunden;120,0;h;gaeb;3931512.x83
